Year,Demand (in millions),Injector Type,Material Type,Volume Produced,Reusable,Recyclable,Usage Frequency,Efficacy rate,Carbon Footprint,Recyclable Type
2013,83.3184194,Autoinjector,Type1 Plastic,688520.2992,0,FALSE,'Weekly',1,958738.7221,Non-Recyclable
2020,151.1404776,Pen,Type2 Plastic,1080219.129,0,FALSE,'Monthly',0,1574559.366,Non-Recyclable
2015,110.2335028,Autoinjector,Type2 Plastic,188718.0541,0,FALSE,'Monthly',1,267729.3738,Non-Recyclable
2029,467.5101976,Pen,Recyclable Plastic,2125564.733,0,TRUE,'Monthly',1,1467686.974,Recyclable
2019,241.5319677,Autoinjector,Type1 Plastic,838335.9906,0,FALSE,'Monthly',1,1168822.286,Non-Recyclable
2019,111.5257193,Pen,Recyclable Plastic,668586.7732,1,TRUE,'Weekly',1,491886.7801,Recyclable
2012,67.39162525,Pen,Type2 Plastic,862270.5842,0,FALSE,'Monthly',1,1145642.408,Non-Recyclable
2013,57.81110004,Autoinjector,Recyclable Plastic,1001518.203,0,TRUE,'Monthly',1,734358.7618,Recyclable
2025,275.9356807,Autoinjector,Type2 Plastic,809629.2806,0,FALSE,'Weekly',1,1166057.262,Non-Recyclable
2030,173.1472711,Pen,Recyclable Plastic,558519.2042,0,TRUE,'Monthly',1,425701.4271,Recyclable
2026,118.4438921,Autoinjector,Recyclable Plastic,295791.8586,0,TRUE,'Yearly',1,219493.7505,Recyclable
2011,53.67586907,Autoinjector,Type1 Plastic,454914.625,0,FALSE,'Yearly',1,618731.3828,Non-Recyclable
2012,55.50432195,Patch Injector,Recyclable Plastic,884782.6795,0,TRUE,'Weekly',0,683354.1069,Recyclable
2010,50,Patch Injector,Type2 Plastic,441663,1,FALSE,'Daily',1,719779.3821,Non-Recyclable
2019,152.144044,Autoinjector,Type2 Plastic,197120.1177,0,FALSE,'Yearly',1,327533.8154,Non-Recyclable
2021,197.8787447,Autoinjector,Type2 Plastic,992093.8839,1,FALSE,'Monthly',0,1511048.532,Non-Recyclable
2017,63.80574505,Pen,Type2 Plastic,364170.7084,1,FALSE,'Monthly',1,535479.6107,Non-Recyclable
2015,108.2419457,Patch Injector,Recyclable Plastic,561068.4938,0,TRUE,'Daily',1,354428.018,Recyclable
2017,147.8175143,Autoinjector,Type1 Plastic,346577.4867,0,FALSE,'Daily',1,404295.7158,Non-Recyclable
2016,65.48612387,Pen,Type1 Plastic,481233.2998,0,FALSE,'Monthly',1,594195.2538,Non-Recyclable
2023,67.8106839,Patch Injector,Recyclable Plastic,86192.52939,0,TRUE,'Daily',1,61727.27382,Recyclable
2010,50,Autoinjector,Type2 Plastic,940295,0,FALSE,'Monthly',1,1335782.478,Non-Recyclable
2021,135.6950343,Pen,Recyclable Plastic,127403.7012,1,TRUE,'Monthly',1,81935.09097,Recyclable
2024,283.0187559,Pen,Type2 Plastic,808223.9507,1,FALSE,'Monthly',1,1173838.89,Non-Recyclable
2016,69.30419081,Patch Injector,Type2 Plastic,1133956.026,0,FALSE,'Weekly',0,1583585.909,Non-Recyclable
2020,51.74418434,Autoinjector,Recyclable Plastic,451400.0688,0,TRUE,'Weekly',1,298614.3032,Recyclable
2017,67.50427669,Autoinjector,Type1 Plastic,617375.3823,1,FALSE,'Monthly',1,837630.6025,Non-Recyclable
2018,57.93219473,Patch Injector,Recyclable Plastic,1249096.385,0,TRUE,'Monthly',0,913000.2916,Recyclable
2016,134.967439,Pen,Type1 Plastic,975279.5369,1,FALSE,'Weekly',1,1342222.763,Non-Recyclable
2014,83.75072936,Pen,Type1 Plastic,909293.0479,0,FALSE,'Monthly',1,1386230.241,Non-Recyclable
2027,859.4493877,Patch Injector,Type1 Plastic,169139.8862,0,FALSE,'Daily',1,244260.526,Non-Recyclable
2010,50,Patch Injector,Type2 Plastic,870117,0,FALSE,'Weekly',0,1160416.356,Non-Recyclable
2020,234.0873641,Patch Injector,Type2 Plastic,1134080.768,0,FALSE,'Monthly',0,1643169.638,Non-Recyclable
2015,53.26817589,Patch Injector,Recyclable Plastic,640658.3956,0,TRUE,'Monthly',0,377543.1586,Recyclable
2017,107.0444605,Autoinjector,Type2 Plastic,1019501.888,0,FALSE,'Yearly',1,1145746.914,Non-Recyclable
2019,50.23344565,Patch Injector,Type2 Plastic,646206.1804,1,FALSE,'Monthly',0,871555.3427,Non-Recyclable
2019,192.4338002,Patch Injector,Type1 Plastic,254370.4469,0,FALSE,'Daily',1,384300.6469,Non-Recyclable
2019,94.96942667,Patch Injector,Type1 Plastic,277587.7113,1,FALSE,'Weekly',1,443944.1091,Non-Recyclable
2026,98.44130207,Patch Injector,Recyclable Plastic,1972882.755,0,TRUE,'Weekly',1,1579268.152,Recyclable
2017,65.40629552,Patch Injector,Type2 Plastic,333911.9456,1,FALSE,'Monthly',1,453384.3486,Non-Recyclable
2016,66.6634241,Patch Injector,Type2 Plastic,1085823.19,0,FALSE,'Monthly',1,1602983.828,Non-Recyclable
2020,223.0953527,Autoinjector,Type2 Plastic,544469.5263,1,FALSE,'Monthly',0,772392.301,Non-Recyclable
2016,51.81112299,Patch Injector,Recyclable Plastic,1175591.887,0,TRUE,'Monthly',1,807207.5687,Recyclable
2010,50,Patch Injector,Recyclable Plastic,407066,0,TRUE,'Yearly',0,294105.0592,Recyclable
2014,72.65307632,Patch Injector,Type1 Plastic,932299.1168,1,FALSE,'Monthly',1,1335275.429,Non-Recyclable
2013,80.65966837,Autoinjector,Type1 Plastic,215066.4502,1,FALSE,'Monthly',1,310888.5234,Non-Recyclable
2017,110.7031447,Pen,Recyclable Plastic,995376.5295,0,TRUE,'Monthly',1,686925.5831,Recyclable
2025,237.6775488,Autoinjector,Type1 Plastic,67218.1651,0,FALSE,'Weekly',1,96951.84542,Non-Recyclable
2013,71.60848989,Autoinjector,Type1 Plastic,602483.2204,0,FALSE,'Monthly',1,814464.3461,Non-Recyclable
2015,90.31894355,Autoinjector,Recyclable Plastic,109666.5029,0,TRUE,'Daily',1,89118.9076,Recyclable
2025,208.31232,Pen,Type2 Plastic,1845647.901,1,FALSE,'Monthly',1,2741346.535,Non-Recyclable
2012,53.06790811,Pen,Recyclable Plastic,540416.9639,0,TRUE,'Weekly',1,422683.9434,Recyclable
